"experiment","subject","condition","conditionC","totalTrialNum","totalTrialNumC","blockNum","categoryLoc","imageName","imageType","isRight","RT","totalTimeMinutes","Age","Gender","L1English"
"1A","p919764","low",-0.5,7,-5.5,1,"left","low_B_111.png","prototype",1,1509,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,8,-4.5,1,"right","low_A_001.png","1ColorDiff",0,1938,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,9,-3.5,2,"left","low_B_101.png","1ColorDiff",1,3999,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,10,-2.5,2,"right","low_A_000.png","prototype",0,1195,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,11,-1.5,2,"left","low_B_111.png","prototype",0,1116,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,12,-0.5,2,"right","low_A_010.png","1ColorDiff",0,2963,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,13,0.5,2,"right","low_A_000.png","prototype",1,909,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,14,1.5,2,"left","low_B_110.png","1ColorDiff",0,676,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,15,2.5,2,"right","low_A_001.png","1ColorDiff",1,1003,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,16,3.5,2,"left","low_B_111.png","prototype",1,2132,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,17,4.5,3,"right","low_A_000.png","prototype",1,2281,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,18,5.5,3,"right","low_A_010.png","1ColorDiff",1,788,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,19,6.5,3,"left","low_B_110.png","1ColorDiff",1,796,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,20,7.5,3,"left","low_B_101.png","1ColorDiff",1,780,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,21,8.5,3,"right","low_A_001.png","1ColorDiff",1,2148,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,22,9.5,3,"left","low_B_111.png","prototype",0,692,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,23,10.5,3,"left","low_B_111.png","prototype",1,2013,4.55948333333333,25,"Male","English"
"1A","p919764","low",-0.5,24,11.5,3,"right","low_A_000.png","prototype",0,683,4.55948333333333,25,"Male","English"
"1A","p213384","high",0.5,1,-11.5,1,"left","high_B_101.png","1ColorDiff",1,2158,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,2,-10.5,1,"right","high_A_001.png","1ColorDiff",1,3661,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,3,-9.5,1,"right","high_A_000.png","prototype",1,1894,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,4,-8.5,1,"right","high_A_000.png","prototype",1,1217,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,5,-7.5,1,"left","high_B_111.png","prototype",1,2028,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,6,-6.5,1,"left","high_B_110.png","1ColorDiff",1,1336,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,7,-5.5,1,"left","high_B_111.png","prototype",1,1535,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,8,-4.5,1,"right","high_A_010.png","1ColorDiff",1,1759,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,9,-3.5,2,"left","high_B_110.png","1ColorDiff",1,4963,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,10,-2.5,2,"left","high_B_101.png","1ColorDiff",1,1676,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,11,-1.5,2,"right","high_A_000.png","prototype",1,1444,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,12,-0.5,2,"right","high_A_001.png","1ColorDiff",1,1860,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,13,0.5,2,"right","high_A_000.png","prototype",1,1256,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,14,1.5,2,"left","high_B_111.png","prototype",1,2584,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,15,2.5,2,"left","high_B_111.png","prototype",1,1372,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,16,3.5,2,"right","high_A_010.png","1ColorDiff",1,1465,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,17,4.5,3,"left","high_B_111.png","prototype",1,2287,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,18,5.5,3,"left","high_B_111.png","prototype",1,4807,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,19,6.5,3,"right","high_A_000.png","prototype",1,1345,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,20,7.5,3,"right","high_A_001.png","1ColorDiff",1,1169,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,21,8.5,3,"right","high_A_000.png","prototype",1,1419,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,22,9.5,3,"left","high_B_101.png","1ColorDiff",1,1167,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,23,10.5,3,"left","high_B_110.png","1ColorDiff",1,1839,2.65196666666667,25,"Male","English"
"1A","p213384","high",0.5,24,11.5,3,"right","high_A_010.png","1ColorDiff",1,1321,2.65196666666667,25,"Male","English"
"1A","p382311","high",0.5,1,-11.5,1,"left","high_B_110.png","1ColorDiff",1,2570,2.62345,32,"Male","English"
"1A","p382311","high",0.5,2,-10.5,1,"right","high_A_000.png","prototype",1,1315,2.62345,32,"Male","English"
"1A","p382311","high",0.5,3,-9.5,1,"right","high_A_010.png","1ColorDiff",0,1168,2.62345,32,"Male","English"
"1A","p382311","high",0.5,4,-8.5,1,"left","high_B_111.png","prototype",0,1306,2.62345,32,"Male","English"
"1A","p382311","high",0.5,5,-7.5,1,"left","high_B_101.png","1ColorDiff",1,1428,2.62345,32,"Male","English"
"1A","p382311","high",0.5,6,-6.5,1,"right","high_A_000.png","prototype",1,1572,2.62345,32,"Male","English"
"1A","p382311","high",0.5,7,-5.5,1,"left","high_B_111.png","prototype",1,1217,2.62345,32,"Male","English"
"1A","p382311","high",0.5,8,-4.5,1,"right","high_A_001.png","1ColorDiff",1,957,2.62345,32,"Male","English"
"1A","p382311","high",0.5,9,-3.5,2,"right","high_A_010.png","1ColorDiff",0,1562,2.62345,32,"Male","English"
"1A","p382311","high",0.5,10,-2.5,2,"left","high_B_111.png","prototype",1,1468,2.62345,32,"Male","English"
"1A","p382311","high",0.5,11,-1.5,2,"left","high_B_111.png","prototype",1,1060,2.62345,32,"Male","English"
"1A","p382311","high",0.5,12,-0.5,2,"left","high_B_101.png","1ColorDiff",0,1525,2.62345,32,"Male","English"
"1A","p382311","high",0.5,13,0.5,2,"right","high_A_001.png","1ColorDiff",1,1798,2.62345,32,"Male","English"
"1A","p382311","high",0.5,14,1.5,2,"left","high_B_110.png","1ColorDiff",1,1753,2.62345,32,"Male","English"
"1A","p382311","high",0.5,15,2.5,2,"right","high_A_000.png","prototype",1,1357,2.62345,32,"Male","English"
"1A","p382311","high",0.5,16,3.5,2,"right","high_A_000.png","prototype",1,923,2.62345,32,"Male","English"
"1A","p382311","high",0.5,17,4.5,3,"right","high_A_000.png","prototype",1,1025,2.62345,32,"Male","English"
"1A","p382311","high",0.5,18,5.5,3,"left","high_B_110.png","1ColorDiff",1,1073,2.62345,32,"Male","English"
"1A","p382311","high",0.5,19,6.5,3,"left","high_B_111.png","prototype",1,1757,2.62345,32,"Male","English"
"1A","p382311","high",0.5,20,7.5,3,"right","high_A_000.png","prototype",1,1051,2.62345,32,"Male","English"
"1A","p382311","high",0.5,21,8.5,3,"left","high_B_111.png","prototype",1,989,2.62345,32,"Male","English"
"1A","p382311","high",0.5,22,9.5,3,"right","high_A_001.png","1ColorDiff",1,915,2.62345,32,"Male","English"
"1A","p382311","high",0.5,23,10.5,3,"right","high_A_010.png","1ColorDiff",0,1892,2.62345,32,"Male","English"
"1A","p382311","high",0.5,24,11.5,3,"left","high_B_101.png","1ColorDiff",0,1235,2.62345,32,"Male","English"
"1A","p454214","low",-0.5,1,-11.5,1,"left","low_A_000.png","prototype",1,9863,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,2,-10.5,1,"right","low_B_110.png","1ColorDiff",1,2902,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,3,-9.5,1,"left","low_A_001.png","1ColorDiff",1,3223,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,4,-8.5,1,"right","low_B_101.png","1ColorDiff",0,1871,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,5,-7.5,1,"right","low_B_111.png","prototype",1,1674,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,6,-6.5,1,"left","low_A_000.png","prototype",1,1435,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,7,-5.5,1,"right","low_B_111.png","prototype",1,1487,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,8,-4.5,1,"left","low_A_010.png","1ColorDiff",1,2538,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,9,-3.5,2,"right","low_B_110.png","1ColorDiff",1,1785,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,10,-2.5,2,"left","low_A_000.png","prototype",1,2789,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,11,-1.5,2,"right","low_B_101.png","1ColorDiff",1,2401,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,12,-0.5,2,"left","low_A_001.png","1ColorDiff",1,4274,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,13,0.5,2,"right","low_B_111.png","prototype",1,1123,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,14,1.5,2,"left","low_A_010.png","1ColorDiff",1,3473,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,15,2.5,2,"left","low_A_000.png","prototype",1,1226,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,16,3.5,2,"right","low_B_111.png","prototype",1,1218,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,17,4.5,3,"right","low_B_111.png","prototype",1,1692,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,18,5.5,3,"left","low_A_000.png","prototype",1,1172,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,19,6.5,3,"left","low_A_000.png","prototype",1,1227,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,20,7.5,3,"right","low_B_111.png","prototype",1,1041,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,21,8.5,3,"left","low_A_001.png","1ColorDiff",1,1247,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,22,9.5,3,"right","low_B_110.png","1ColorDiff",1,1144,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,23,10.5,3,"right","low_B_101.png","1ColorDiff",0,1551,3.3145,29,"Male","English"
"1A","p454214","low",-0.5,24,11.5,3,"left","low_A_010.png","1ColorDiff",1,2214,3.3145,29,"Male","English"
"1A","p551916","low",-0.5,1,-11.5,1,"left","low_A_010.png","1ColorDiff",1,3223,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,2,-10.5,1,"left","low_A_000.png","prototype",0,1582,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,3,-9.5,1,"right","low_B_111.png","prototype",0,1337,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,4,-8.5,1,"right","low_B_110.png","1ColorDiff",0,1861,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,5,-7.5,1,"left","low_A_000.png","prototype",0,1834,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,6,-6.5,1,"left","low_A_001.png","1ColorDiff",1,1585,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,7,-5.5,1,"right","low_B_101.png","1ColorDiff",0,1656,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,8,-4.5,1,"right","low_B_111.png","prototype",1,1581,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,9,-3.5,2,"left","low_A_000.png","prototype",0,1542,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,10,-2.5,2,"left","low_A_010.png","1ColorDiff",0,1811,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,11,-1.5,2,"left","low_A_000.png","prototype",0,1306,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,12,-0.5,2,"left","low_A_001.png","1ColorDiff",1,1906,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,13,0.5,2,"right","low_B_101.png","1ColorDiff",1,2343,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,14,1.5,2,"right","low_B_111.png","prototype",1,1597,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,15,2.5,2,"right","low_B_110.png","1ColorDiff",0,1474,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,16,3.5,2,"right","low_B_111.png","prototype",0,8040,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,17,4.5,3,"right","low_B_110.png","1ColorDiff",0,3336,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,18,5.5,3,"right","low_B_101.png","1ColorDiff",0,1972,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,19,6.5,3,"right","low_B_111.png","prototype",1,1767,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,20,7.5,3,"left","low_A_000.png","prototype",1,1270,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,21,8.5,3,"right","low_B_111.png","prototype",1,1392,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,22,9.5,3,"left","low_A_001.png","1ColorDiff",1,3823,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,23,10.5,3,"left","low_A_000.png","prototype",0,1374,4.25465,23,"Male","English"
"1A","p551916","low",-0.5,24,11.5,3,"left","low_A_010.png","1ColorDiff",0,2499,4.25465,23,"Male","English"
"1A","p949615","high",0.5,1,-11.5,1,"left","high_B_110.png","1ColorDiff",0,6188,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,2,-10.5,1,"left","high_B_101.png","1ColorDiff",0,2070,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,3,-9.5,1,"right","high_A_000.png","prototype",0,2522,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,4,-8.5,1,"right","high_A_010.png","1ColorDiff",1,2618,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,5,-7.5,1,"right","high_A_000.png","prototype",1,2057,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,6,-6.5,1,"right","high_A_001.png","1ColorDiff",0,2303,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,7,-5.5,1,"left","high_B_111.png","prototype",1,2012,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,8,-4.5,1,"left","high_B_111.png","prototype",1,1793,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,9,-3.5,2,"left","high_B_111.png","prototype",1,1977,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,10,-2.5,2,"right","high_A_001.png","1ColorDiff",1,1829,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,11,-1.5,2,"right","high_A_010.png","1ColorDiff",0,1879,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,12,-0.5,2,"right","high_A_000.png","prototype",1,1695,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,13,0.5,2,"left","high_B_111.png","prototype",1,1788,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,14,1.5,2,"left","high_B_101.png","1ColorDiff",1,2219,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,15,2.5,2,"left","high_B_110.png","1ColorDiff",1,3715,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,16,3.5,2,"right","high_A_000.png","prototype",1,1822,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,17,4.5,3,"right","high_A_000.png","prototype",1,1543,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,18,5.5,3,"left","high_B_110.png","1ColorDiff",1,2057,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,19,6.5,3,"right","high_A_000.png","prototype",1,1701,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,20,7.5,3,"right","high_A_001.png","1ColorDiff",1,1728,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,21,8.5,3,"left","high_B_111.png","prototype",1,2373,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,22,9.5,3,"right","high_A_010.png","1ColorDiff",1,2115,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,23,10.5,3,"left","high_B_111.png","prototype",1,1662,3.39333333333333,29,"Female","English"
"1A","p949615","high",0.5,24,11.5,3,"left","high_B_101.png","1ColorDiff",0,1795,3.39333333333333,29,"Female","English"
"1A","p454103","high",0.5,1,-11.5,1,"right","high_B_101.png","1ColorDiff",1,3616,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,2,-10.5,1,"left","high_A_000.png","prototype",0,2264,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,3,-9.5,1,"right","high_B_110.png","1ColorDiff",1,2673,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,4,-8.5,1,"left","high_A_001.png","1ColorDiff",1,2487,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,5,-7.5,1,"left","high_A_010.png","1ColorDiff",1,3056,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,6,-6.5,1,"right","high_B_111.png","prototype",1,3085,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,7,-5.5,1,"left","high_A_000.png","prototype",1,1915,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,8,-4.5,1,"right","high_B_111.png","prototype",1,3428,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,9,-3.5,2,"left","high_A_000.png","prototype",1,5046,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,10,-2.5,2,"right","high_B_111.png","prototype",1,1919,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,11,-1.5,2,"right","high_B_101.png","1ColorDiff",0,2962,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,12,-0.5,2,"right","high_B_110.png","1ColorDiff",1,2342,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,13,0.5,2,"left","high_A_010.png","1ColorDiff",0,2527,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,14,1.5,2,"right","high_B_111.png","prototype",0,2204,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,15,2.5,2,"left","high_A_000.png","prototype",1,1723,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,16,3.5,2,"left","high_A_001.png","1ColorDiff",1,1649,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,17,4.5,3,"left","high_A_010.png","1ColorDiff",1,3523,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,18,5.5,3,"right","high_B_110.png","1ColorDiff",1,2508,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,19,6.5,3,"left","high_A_000.png","prototype",1,1769,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,20,7.5,3,"right","high_B_111.png","prototype",1,2167,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,21,8.5,3,"right","high_B_101.png","1ColorDiff",0,2739,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,22,9.5,3,"left","high_A_001.png","1ColorDiff",1,4750,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,23,10.5,3,"left","high_A_000.png","prototype",1,1725,5.74928333333333,35,"Male","English"
"1A","p454103","high",0.5,24,11.5,3,"right","high_B_111.png","prototype",1,1876,5.74928333333333,35,"Male","English"
"1A","p516446","high",0.5,1,-11.5,1,"right","high_A_010.png","1ColorDiff",0,6141,5.36068333333333,27,"Male","English"
"1A","p516446","high",0.5,2,-10.5,1,"left","high_B_111.png","prototype",0,2354,5.36068333333333,27,"Male","English"
"1A","p516446","high",0.5,3,-9.5,1,"right","high_A_000.png","prototype",1,3695,5.36068333333333,27,"Male","English"
"1A","p516446","high",0.5,4,-8.5,1,"left","high_B_101.png","1ColorDiff",1,2636,5.36068333333333,27,"Male","English"
"1A","p516446","high",0.5,5,-7.5,1,"right","high_A_000.png","prototype",1,1754,5.36068333333333,27,"Male","English"
"1A","p516446","high",0.5,6,-6.5,1,"left","high_B_110.png","1ColorDiff",0,2120,5.36068333333333,27,"Male","English"
"1A","p516446","high",0.5,7,-5.5,1,"right","high_A_001.png","1ColorDiff",1,3529,5.36068333333333,27,"Male","English"
"1A","p516446","high",0.5,8,-4.5,1,"left","high_B_111.png","prototype",1,10993,5.36068333333333,27,"Male","English"
"1A","p516446","high",0.5,9,-3.5,2,"right","high_A_000.png","prototype",1,7071,5.36068333333333,27,"Male","English"
"1A","p516446","high",0.5,10,-2.5,2,"left","high_B_111.png","prototype",1,2542,5.36068333333333,27,"Male","English"
"1A","p516446","high",0.5,11,-1.5,2,"right","high_A_000.png","prototype",1,2772,5.36068333333333,27,"Male","English"
"1A","p516446","high",0.5,12,-0.5,2,"left","high_B_101.png","1ColorDiff",1,7261,5.36068333333333,27,"Male","English"
